time,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lastKnownUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-01-07 02:30:25.144 UTC,125,3161021,928,15168, , ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,8571,10, ,7931, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452133824833,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23562392,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:30:32.780 UTC,125,3158069,928,12216, , ,3, ,14,3,0.21, , , , , , , ,3,3, ,2, ,2,1,5, ,10,4, , , , , , , , , , , , , ,9459,11, ,8804, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452133832485,3145728, , , ,12, , , ,2, , , ,3, , , , ,12, ,2048,1, , , , ,92160,21, , , , , , , , , , ,22728016,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:30:32.796 UTC,125,3161045,928,15192, , ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,9459,11, ,8804, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452133832485,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23409584,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:31:31.096 UTC,125,3158093,928,12240, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,10316,12, ,9692, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452133890804,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , , , ,22795184,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:31:31.111 UTC,125,3161069,928,15216, , ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,10316,12, ,9692, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452133890804,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23535848,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , ,2, ,3, , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:32:55.131 UTC,125,3158117,928,12264, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,11095,13, ,10549, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452133974836,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , , , ,22793976,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:32:55.146 UTC,125,3161093,928,15240, , ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,11095,13, ,10549, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452133974836,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23534752,-1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:34:18.894 UTC,125,3158141,928,12288, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,11960,14, ,11302, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452134058594,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , , , ,22793928,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:34:18.909 UTC,125,3161117,928,15264, , ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,11960,14, ,11302, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452134058594,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23534712,-1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:36:03.867 UTC,125,3158165,928,12312, , ,3, ,14,3,0.21, , , , , , , ,3,3, ,2, ,2,1,5, ,10,4, , , , , , , , , , , , , ,12882,15, ,12167, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452134163571,3145728, , , ,12, , , ,2, , , ,3, , , , ,12, ,2048,1, , , , ,92160,21, , , , , , , , , , ,22802872,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:36:03.882 UTC,125,3161141,928,15288, , ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,12882,15, ,12167, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452134163571,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23484440,-1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:37:21.385 UTC,125,3158189,928,12336, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,13717,16, ,13089, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452134241090,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , , , ,22788592,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:37:21.401 UTC,125,3161165,928,15312, , ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,13717,16, ,13089, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452134241090,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23529416,-1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:37:33.864 UTC,125,3158213,928,12360, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,14474,17, ,13924, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452134253574,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , , , ,22713248,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-07 02:37:33.880 UTC,125,3161189,928,15336, , ,4, ,8,1,0.13, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,14474,17, ,13924, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452134253574,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23394816,-1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:17:21.534 UTC,125,3158237,928,12384, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,15369,18, ,14707, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452212241215,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , , , ,22803328,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:17:21.549 UTC,125,3161213,928,15360, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,15369,18, ,14707, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452212241215,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23544064,-1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:17:27.290 UTC,125,3158261,928,12408, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,16134,19, ,15554, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452212246957,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , ,1,4,30825424,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:17:47.868 UTC,125,3158261,928,12408, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,16134,19, ,15554, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452212267573,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , ,1,4,30913840,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:48:56.328 UTC,125,3158261,928,12408, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,16134,19, ,15554, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214136015,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,94208,22, , , , , , , , , , ,22673792,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:48:56.341 UTC,125,3161237,928,15384, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,16134,19, ,15554, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214136015,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23355592,-1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:49:09.244 UTC,125,3158285,928,12432, , ,3, ,14,3,0.21, , , , , , , ,3,3, ,2, ,2,1,5, ,10,4, , , , , , , , , , , , , ,17206,20, ,16319, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214148947,3145728, , , ,12, , , ,2, , , ,3, , , , ,12, ,2048,1, , , , ,100352,22, , , , , , , , , , ,22804200,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:49:09.259 UTC,125,3161261,928,15408, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,17206,20, ,16319, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214148947,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23544968,-1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:49:17.018 UTC,125,3158309,928,12456, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,17945,21, ,17392, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214156720,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , , , ,22803568,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:49:17.033 UTC,125,3161317,928,15464, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,17945,21, ,17392, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214156720,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23544232,-1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , ,2, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:49:31.364 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214171055,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , , , ,22804392,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:49:31.375 UTC,125,3161341,928,15488, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214171055,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23485960,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:49:53.984 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214193677,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , , , ,22810456,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 00:49:53.996 UTC,125,3161341,928,15488, , ,4, ,4,1,0.25, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452214193677,3145728, , , ,3, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,23583000,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:25:27.541 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216327240,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,5,19889824,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:26:50.335 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216410023,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,5,22630912,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:27:49.475 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216469168,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,5,20492832,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:29:12.788 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216552485,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,4,20247336,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:30:17.998 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216617700,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,5,19846616,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:31:16.473 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216676177,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,4,20874968,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:33:34.672 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216814360,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,4,20499656,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:34:29.931 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216869622,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,5,20935736,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:35:13.728 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216913421,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,5,21599896,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:36:00.134 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216959837,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,5,21555512,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:36:27.786 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216987486,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,4,20573320,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:36:38.260 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452216997964,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,4,21518648,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:37:55.388 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452217075091,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,4,19820160,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-01-08 01:39:22.804 UTC,125,3158333,928,12480, , ,3,1,14,3,0.21, , , , , , , ,3,3, ,2,1,2,1,5, ,10,4, , , , , , , , , , , , , ,18800,22, ,18131, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1452217162491,3145728, , , ,13, , , ,2, , , ,3, , , , ,13, ,2048,1, , , , ,102400,23, , , , , , , , ,1,4,19810320,-1, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
